source_figure,figure_name,experiment_type,data_section,model,probe_layer,game,target_switching_point_tokens,lambda_calibrated,risky_reward_tokens,n_agents,n_choosing_risky,raw_fraction_risky,plotted_fraction_risky,agent_id,prompt,response,parsed_choice,lambda_required,calibration_procedure,choice_subset,mean_probe_activation
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,data,Llama-3.3-70B-Instruct,48,lottery,68,1.2132,205.0,40.0,40.0,1.0,1.0,,,,,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,data,Llama-3.3-70B-Instruct,48,lottery,68,1.2132,210.0,40.0,40.0,1.0,1.0,,,,,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,data,Llama-3.3-70B-Instruct,48,lottery,68,1.2132,215.0,40.0,40.0,1.0,1.0,,,,,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,data,Llama-3.3-70B-Instruct,48,lottery,68,1.2132,220.0,40.0,40.0,1.0,1.0,,,,,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,data,Llama-3.3-70B-Instruct,48,lottery,68,1.2132,225.0,40.0,40.0,1.0,1.0,,,,,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,data,Llama-3.3-70B-Instruct,48,lottery,68,1.2132,230.0,40.0,40.0,1.0,1.0,,,,,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,data,Llama-3.3-70B-Instruct,48,lottery,68,1.2132,235.0,40.0,40.0,1.0,1.0,,,,,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,data,Llama-3.3-70B-Instruct,48,lottery,68,1.2132,240.0,40.0,40.0,1.0,1.0,,,,,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,data,Llama-3.3-70B-Instruct,48,lottery,87,1.6457,20.0,40.0,0.0,0.0,0.0,,,,,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,data,Llama-3.3-70B-Instruct,48,lottery,87,1.6457,25.0,40.0,0.0,0.0,0.0,,,,,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,data,Llama-3.3-70B-Instruct,48,lottery,87,1.6457,30.0,40.0,0.0,0.0,0.0,,,,,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,data,Llama-3.3-70B-Instruct,48,lottery,87,1.6457,35.0,40.0,0.0,0.0,0.0,,,,,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,data,Llama-3.3-70B-Instruct,48,lottery,87,1.6457,40.0,40.0,0.0,0.0,0.0,,,,,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,data,Llama-3.3-70B-Instruct,48,lottery,87,1.6457,45.0,40.0,0.0,0.0,0.0,,,,,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,data,Llama-3.3-70B-Instruct,48,lottery,87,1.6457,50.0,40.0,0.0,0.0,0.0,,,,,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,data,Llama-3.3-70B-Instruct,48,lottery,87,1.6457,55.0,40.0,0.0,0.0,0.002803,,,,,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,data,Llama-3.3-70B-Instruct,48,lottery,87,1.6457,60.0,40.0,1.0,0.025,0.019545,,,,,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,data,Llama-3.3-70B-Instruct,48,lottery,87,1.6457,65.0,40.0,0.0,0.0,0.019545,,,,,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,data,Llama-3.3-70B-Instruct,48,lottery,87,1.6457,70.0,40.0,2.0,0.05,0.039697,,,,,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,data,Llama-3.3-70B-Instruct,48,lottery,87,1.6457,75.0,40.0,0.0,0.0,0.039697,,,,,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,data,Llama-3.3-70B-Instruct,48,lottery,87,1.6457,80.0,40.0,5.0,0.125,0.122576,,,,,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,data,Llama-3.3-70B-Instruct,48,lottery,87,1.6457,85.0,40.0,9.0,0.225,0.241439,,,,,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,data,Llama-3.3-70B-Instruct,48,lottery,87,1.6457,90.0,40.0,20.0,0.5,0.5,,,,,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,data,Llama-3.3-70B-Instruct,48,lottery,87,1.6457,95.0,40.0,31.0,0.775,0.757424,,,,,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,data,Llama-3.3-70B-Instruct,48,lottery,87,1.6457,100.0,40.0,34.0,0.85,0.845758,,,,,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,data,Llama-3.3-70B-Instruct,48,lottery,87,1.6457,105.0,40.0,35.0,0.875,0.883182,,,,,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,data,Llama-3.3-70B-Instruct,48,lottery,87,1.6457,110.0,40.0,40.0,1.0,0.988182,,,,,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,data,Llama-3.3-70B-Instruct,48,lottery,87,1.6457,115.0,40.0,39.0,0.975,0.988182,,,,,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,data,Llama-3.3-70B-Instruct,48,lottery,87,1.6457,120.0,40.0,40.0,1.0,0.998182,,,,,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,data,Llama-3.3-70B-Instruct,48,lottery,87,1.6457,125.0,40.0,40.0,1.0,1.0,,,,,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,data,Llama-3.3-70B-Instruct,48,lottery,87,1.6457,130.0,40.0,40.0,1.0,1.0,,,,,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,data,Llama-3.3-70B-Instruct,48,lottery,87,1.6457,135.0,40.0,40.0,1.0,1.0,,,,,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,data,Llama-3.3-70B-Instruct,48,lottery,87,1.6457,140.0,40.0,40.0,1.0,1.0,,,,,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,data,Llama-3.3-70B-Instruct,48,lottery,87,1.6457,145.0,40.0,40.0,1.0,1.0,,,,,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,data,Llama-3.3-70B-Instruct,48,lottery,87,1.6457,150.0,40.0,40.0,1.0,1.0,,,,,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,data,Llama-3.3-70B-Instruct,48,lottery,87,1.6457,155.0,40.0,40.0,1.0,1.0,,,,,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,data,Llama-3.3-70B-Instruct,48,lottery,87,1.6457,160.0,40.0,40.0,1.0,1.0,,,,,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,data,Llama-3.3-70B-Instruct,48,lottery,87,1.6457,165.0,40.0,40.0,1.0,1.0,,,,,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,data,Llama-3.3-70B-Instruct,48,lottery,87,1.6457,170.0,40.0,40.0,1.0,1.0,,,,,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,data,Llama-3.3-70B-Instruct,48,lottery,87,1.6457,175.0,40.0,40.0,1.0,1.0,,,,,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,data,Llama-3.3-70B-Instruct,48,lottery,87,1.6457,180.0,40.0,40.0,1.0,1.0,,,,,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,data,Llama-3.3-70B-Instruct,48,lottery,87,1.6457,185.0,40.0,40.0,1.0,1.0,,,,,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,data,Llama-3.3-70B-Instruct,48,lottery,87,1.6457,190.0,40.0,40.0,1.0,1.0,,,,,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,data,Llama-3.3-70B-Instruct,48,lottery,87,1.6457,195.0,40.0,40.0,1.0,1.0,,,,,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,data,Llama-3.3-70B-Instruct,48,lottery,87,1.6457,200.0,40.0,40.0,1.0,1.0,,,,,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,data,Llama-3.3-70B-Instruct,48,lottery,87,1.6457,205.0,40.0,40.0,1.0,1.0,,,,,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,data,Llama-3.3-70B-Instruct,48,lottery,87,1.6457,210.0,40.0,40.0,1.0,1.0,,,,,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,data,Llama-3.3-70B-Instruct,48,lottery,87,1.6457,215.0,40.0,40.0,1.0,1.0,,,,,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,data,Llama-3.3-70B-Instruct,48,lottery,87,1.6457,220.0,40.0,40.0,1.0,1.0,,,,,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,data,Llama-3.3-70B-Instruct,48,lottery,87,1.6457,225.0,40.0,40.0,1.0,1.0,,,,,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,data,Llama-3.3-70B-Instruct,48,lottery,87,1.6457,230.0,40.0,40.0,1.0,1.0,,,,,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,data,Llama-3.3-70B-Instruct,48,lottery,87,1.6457,235.0,40.0,40.0,1.0,1.0,,,,,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,data,Llama-3.3-70B-Instruct,48,lottery,87,1.6457,240.0,40.0,40.0,1.0,1.0,,,,,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,data,Llama-3.3-70B-Instruct,48,lottery,106,2.063,20.0,40.0,0.0,0.0,0.0,,,,,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,data,Llama-3.3-70B-Instruct,48,lottery,106,2.063,25.0,40.0,0.0,0.0,0.0,,,,,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,data,Llama-3.3-70B-Instruct,48,lottery,106,2.063,30.0,40.0,0.0,0.0,0.0,,,,,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,data,Llama-3.3-70B-Instruct,48,lottery,106,2.063,35.0,40.0,0.0,0.0,0.0,,,,,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,data,Llama-3.3-70B-Instruct,48,lottery,106,2.063,40.0,40.0,0.0,0.0,0.0,,,,,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,data,Llama-3.3-70B-Instruct,48,lottery,106,2.063,45.0,40.0,0.0,0.0,0.0,,,,,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,data,Llama-3.3-70B-Instruct,48,lottery,106,2.063,50.0,40.0,0.0,0.0,0.0,,,,,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,data,Llama-3.3-70B-Instruct,48,lottery,106,2.063,55.0,40.0,0.0,0.0,0.0,,,,,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,data,Llama-3.3-70B-Instruct,48,lottery,106,2.063,60.0,40.0,0.0,0.0,0.002727,,,,,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,data,Llama-3.3-70B-Instruct,48,lottery,106,2.063,65.0,40.0,1.0,0.025,0.019697,,,,,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,data,Llama-3.3-70B-Instruct,48,lottery,106,2.063,70.0,40.0,0.0,0.0,0.019697,,,,,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,data,Llama-3.3-70B-Instruct,48,lottery,106,2.063,75.0,40.0,0.0,0.0,0.019697,,,,,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,data,Llama-3.3-70B-Instruct,48,lottery,106,2.063,80.0,40.0,1.0,0.025,0.029848,,,,,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,data,Llama-3.3-70B-Instruct,48,lottery,106,2.063,85.0,40.0,4.0,0.1,0.090606,,,,,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,data,Llama-3.3-70B-Instruct,48,lottery,106,2.063,90.0,40.0,3.0,0.075,0.090606,,,,,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,data,Llama-3.3-70B-Instruct,48,lottery,106,2.063,95.0,40.0,6.0,0.15,0.154394,,,,,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,data,Llama-3.3-70B-Instruct,48,lottery,106,2.063,100.0,40.0,11.0,0.275,0.285606,,,,,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,data,Llama-3.3-70B-Instruct,48,lottery,106,2.063,105.0,40.0,21.0,0.525,0.529091,,,,,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,data,Llama-3.3-70B-Instruct,48,lottery,106,2.063,110.0,40.0,33.0,0.825,0.805303,,,,,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,data,Llama-3.3-70B-Instruct,48,lottery,106,2.063,115.0,40.0,35.0,0.875,0.876894,,,,,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,data,Llama-3.3-70B-Instruct,48,lottery,106,2.063,120.0,40.0,38.0,0.95,0.942727,,,,,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,data,Llama-3.3-70B-Instruct,48,lottery,106,2.063,125.0,40.0,37.0,0.925,0.942727,,,,,,,,
figure_7_psychometric_curves_llama,Performance of using probes to steer generative agents in preference tasks,probe_steering_psychometric,data,Llama-3.3-70B-Instruct,48,lottery,106,2.063,130.0,40.0,40.0,1.0,0.995,,,,,,,,
